,jurisdiction_of_occurrence,mmwryear,mmwrweek,week_ending_date,all_cause,natural_cause,septicemia_a40_a41,malignant_neoplasms_c00_c97,diabetes_mellitus_e10_e14,alzheimer_disease_g30,influenza_and_pneumonia_j09_j18,chronic_lower_respiratory,other_diseases_of_respiratory,nephritis_nephrotic_syndrome,symptoms_signs_and_abnormal,diseases_of_heart_i00_i09,cerebrovascular_diseases,covid_19_u071_multiple_cause_of_death,covid_19_u071_underlying_cause_of_death,flag_otherresp,flag_otherunk,flag_nephr,flag_inflpn,flag_cov19mcod,flag_cov19ucod,flag_sept,flag_diab,flag_alz,flag_clrd,flag_stroke,flag_hd,flag_neopl,flag_allcause,flag_natcause
116,Alaska,2019,39,9/28/2019,82.0,68.0,,13.0,,0.0,,,0.0,,,21.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
117,Alaska,2019,40,10/5/2019,93.0,77.0,,20.0,,,0.0,,0.0,,0.0,18.0,,0.0,0.0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
118,Alaska,2019,41,10/12/2019,91.0,75.0,0.0,20.0,,,0.0,,0.0,0.0,,16.0,,0.0,0.0,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
119,Alaska,2019,42,10/19/2019,94.0,74.0,0.0,14.0,,,0.0,,,,,16.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
120,Alaska,2019,43,10/26/2019,67.0,54.0,0.0,12.0,,,,,,,0.0,10.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
121,Alaska,2019,44,11/2/2019,81.0,62.0,,16.0,,,,,,0.0,0.0,12.0,,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
122,Alaska,2019,45,11/9/2019,89.0,70.0,,21.0,,,0.0,,0.0,0.0,,16.0,,0.0,0.0,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
123,Alaska,2019,46,11/16/2019,90.0,72.0,,16.0,,,0.0,,,0.0,,22.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
124,Alaska,2019,47,11/23/2019,92.0,82.0,,28.0,,,0.0,,0.0,,0.0,13.0,,0.0,0.0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
125,Alaska,2019,48,11/30/2019,103.0,89.0,,27.0,,,,,,,,19.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
126,Alaska,2019,49,12/7/2019,93.0,78.0,,23.0,,,0.0,,,,0.0,16.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
127,Alaska,2019,50,12/14/2019,94.0,80.0,,16.0,,,0.0,,,,,17.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
128,Alaska,2019,51,12/21/2019,84.0,69.0,0.0,20.0,,,0.0,,,,,21.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
129,Alaska,2019,52,12/28/2019,100.0,89.0,,23.0,,,,,,,0.0,25.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
130,Alaska,2020,1,1/4/2020,89.0,71.0,,16.0,,,0.0,,0.0,,0.0,17.0,,0.0,0.0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
131,Alaska,2020,2,1/11/2020,105.0,93.0,,22.0,,,0.0,,,,0.0,24.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
132,Alaska,2020,3,1/18/2020,99.0,83.0,,21.0,,,0.0,,,,0.0,15.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
133,Alaska,2020,4,1/25/2020,97.0,82.0,,21.0,,,0.0,,0.0,,,18.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
134,Alaska,2020,5,2/1/2020,84.0,73.0,,16.0,,,,,,0.0,,20.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
135,Alaska,2020,6,2/8/2020,95.0,78.0,0.0,15.0,,,,,,,,23.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
136,Alaska,2020,7,2/15/2020,88.0,73.0,,20.0,,,0.0,,,,0.0,18.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
137,Alaska,2020,8,2/22/2020,83.0,64.0,,16.0,,,,,,0.0,,,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
138,Alaska,2020,9,2/29/2020,83.0,75.0,,17.0,,0.0,,,,,,14.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
139,Alaska,2020,10,3/7/2020,78.0,67.0,0.0,20.0,0.0,,,,,,0.0,15.0,,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
140,Alaska,2020,11,3/14/2020,92.0,80.0,,20.0,,0.0,,,,0.0,,22.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
141,Alaska,2020,12,3/21/2020,68.0,55.0,0.0,,,,,,,,,10.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
142,Alaska,2020,13,3/28/2020,85.0,74.0,,16.0,,,,,,,,14.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
143,Alaska,2020,14,4/4/2020,97.0,83.0,,21.0,,,,,,0.0,0.0,14.0,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
144,Alaska,2020,15,4/11/2020,82.0,70.0,,15.0,,,,,,,,19.0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
145,Alaska,2020,16,4/18/2020,79.0,70.0,0.0,17.0,,,,,0.0,,0.0,12.0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
146,Alaska,2020,17,4/25/2020,60.0,55.0,,12.0,0.0,,,,,,0.0,13.0,0.0,0.0,0.0,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
147,Alaska,2020,18,5/2/2020,84.0,76.0,,17.0,,,,,,0.0,,18.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
148,Alaska,2020,19,5/9/2020,84.0,73.0,,20.0,,,,,,0.0,0.0,12.0,,,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
149,Alaska,2020,20,5/16/2020,78.0,66.0,0.0,18.0,,0.0,,,0.0,,,19.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
150,Alaska,2020,21,5/23/2020,75.0,66.0,0.0,18.0,,,0.0,,0.0,0.0,,16.0,,0.0,0.0,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
151,Alaska,2020,22,5/30/2020,82.0,74.0,,22.0,,,0.0,,0.0,,,15.0,,0.0,0.0,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
152,Alaska,2020,23,6/6/2020,66.0,58.0,0.0,13.0,,,,,,0.0,,18.0,,0.0,0.0,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
153,Alaska,2020,24,6/13/2020,65.0,58.0,,19.0,,,,,,0.0,0.0,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
154,Alaska,2020,25,6/20/2020,39.0,37.0,0.0,19.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,
155,Alaska,2020,26,6/27/2020,19.0,19.0,0.0,,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
156,Arizona,2019,1,1/5/2019,1351.0,1224.0,12.0,260.0,44.0,61.0,34.0,86.0,23.0,27.0,20.0,314.0,59.0,0.0,0.0,,,,,,,,,,,,,,,
157,Arizona,2019,2,1/12/2019,1350.0,1211.0,10.0,263.0,49.0,52.0,28.0,101.0,25.0,17.0,22.0,310.0,59.0,0.0,0.0,,,,,,,,,,,,,,,
158,Arizona,2019,3,1/19/2019,1270.0,1147.0,10.0,256.0,46.0,78.0,27.0,84.0,24.0,15.0,28.0,256.0,70.0,0.0,0.0,,,,,,,,,,,,,,,
159,Arizona,2019,4,1/26/2019,1253.0,1116.0,,265.0,36.0,67.0,33.0,80.0,19.0,14.0,18.0,262.0,53.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
160,Arizona,2019,5,2/2/2019,1217.0,1091.0,,258.0,57.0,47.0,25.0,93.0,17.0,15.0,15.0,239.0,74.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
161,Arizona,2019,6,2/9/2019,1204.0,1091.0,10.0,244.0,36.0,68.0,27.0,87.0,20.0,13.0,15.0,243.0,55.0,0.0,0.0,,,,,,,,,,,,,,,
162,Arizona,2019,7,2/16/2019,1188.0,1079.0,,234.0,48.0,62.0,26.0,81.0,17.0,14.0,21.0,246.0,74.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
163,Arizona,2019,8,2/23/2019,1313.0,1165.0,,274.0,52.0,66.0,33.0,86.0,17.0,19.0,23.0,256.0,60.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
164,Arizona,2019,9,3/2/2019,1250.0,1122.0,,238.0,54.0,44.0,25.0,99.0,19.0,14.0,16.0,277.0,58.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
165,Arizona,2019,10,3/9/2019,1252.0,1119.0,,254.0,43.0,50.0,35.0,75.0,27.0,24.0,17.0,274.0,64.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
166,Arizona,2019,11,3/16/2019,1279.0,1155.0,,280.0,39.0,65.0,30.0,80.0,22.0,21.0,15.0,288.0,64.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
167,Arizona,2019,12,3/23/2019,1192.0,1057.0,,229.0,39.0,63.0,27.0,81.0,16.0,15.0,16.0,233.0,63.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
168,Arizona,2019,13,3/30/2019,1240.0,1114.0,,236.0,46.0,71.0,37.0,80.0,16.0,,18.0,265.0,63.0,0.0,0.0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
169,Arizona,2019,14,4/6/2019,1254.0,1117.0,,252.0,47.0,66.0,32.0,94.0,15.0,17.0,19.0,238.0,69.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
170,Arizona,2019,15,4/13/2019,1325.0,1178.0,,286.0,51.0,61.0,21.0,86.0,16.0,12.0,14.0,278.0,82.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
171,Arizona,2019,16,4/20/2019,1167.0,1049.0,,231.0,45.0,52.0,19.0,87.0,25.0,14.0,15.0,273.0,46.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
172,Arizona,2019,17,4/27/2019,1176.0,1054.0,,241.0,45.0,70.0,18.0,77.0,23.0,15.0,19.0,255.0,56.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
173,Arizona,2019,18,5/4/2019,1160.0,1027.0,,237.0,61.0,53.0,16.0,62.0,16.0,21.0,24.0,246.0,54.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
174,Arizona,2019,19,5/11/2019,1191.0,1057.0,12.0,244.0,57.0,53.0,17.0,81.0,17.0,10.0,26.0,263.0,42.0,0.0,0.0,,,,,,,,,,,,,,,
175,Arizona,2019,20,5/18/2019,1139.0,1003.0,,231.0,39.0,71.0,,70.0,15.0,17.0,22.0,239.0,44.0,0.0,0.0,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
176,Arizona,2019,21,5/25/2019,1122.0,1006.0,,242.0,48.0,53.0,11.0,70.0,22.0,11.0,22.0,220.0,44.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
177,Arizona,2019,22,6/1/2019,1168.0,1041.0,,251.0,39.0,59.0,18.0,76.0,22.0,15.0,12.0,235.0,58.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
178,Arizona,2019,23,6/8/2019,1074.0,941.0,,217.0,37.0,53.0,16.0,66.0,13.0,13.0,12.0,215.0,44.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
179,Arizona,2019,24,6/15/2019,1149.0,1023.0,,254.0,40.0,58.0,10.0,53.0,14.0,17.0,21.0,239.0,50.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
180,Arizona,2019,25,6/22/2019,1060.0,940.0,,199.0,32.0,52.0,22.0,68.0,11.0,19.0,14.0,239.0,63.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
181,Arizona,2019,26,6/29/2019,1122.0,974.0,11.0,249.0,30.0,53.0,11.0,66.0,16.0,,29.0,213.0,54.0,0.0,0.0,,,Suppressed (counts 1-9),,,,,,,,,,,,
182,Arizona,2019,27,7/6/2019,1120.0,946.0,,248.0,39.0,46.0,11.0,62.0,15.0,10.0,20.0,214.0,39.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
183,Arizona,2019,28,7/13/2019,1165.0,993.0,10.0,239.0,39.0,59.0,11.0,58.0,17.0,27.0,18.0,240.0,51.0,0.0,0.0,,,,,,,,,,,,,,,
184,Arizona,2019,29,7/20/2019,1144.0,974.0,,223.0,46.0,49.0,,61.0,,11.0,17.0,255.0,52.0,0.0,0.0,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
185,Arizona,2019,30,7/27/2019,1068.0,922.0,,201.0,51.0,57.0,10.0,47.0,19.0,14.0,22.0,238.0,47.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
186,Arizona,2019,31,8/3/2019,1085.0,940.0,,226.0,36.0,51.0,14.0,65.0,18.0,,20.0,216.0,43.0,0.0,0.0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
187,Arizona,2019,32,8/10/2019,1085.0,937.0,,232.0,34.0,61.0,,59.0,18.0,11.0,23.0,231.0,39.0,0.0,0.0,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,,,
188,Arizona,2019,33,8/17/2019,1071.0,946.0,,248.0,34.0,41.0,13.0,64.0,17.0,16.0,24.0,232.0,49.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
189,Arizona,2019,34,8/24/2019,1063.0,933.0,,243.0,34.0,52.0,10.0,66.0,15.0,18.0,14.0,204.0,47.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
190,Arizona,2019,35,8/31/2019,1151.0,1018.0,,256.0,43.0,63.0,11.0,52.0,20.0,14.0,20.0,246.0,46.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
191,Arizona,2019,36,9/7/2019,1176.0,1017.0,,234.0,43.0,67.0,10.0,73.0,14.0,,22.0,258.0,45.0,0.0,0.0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
192,Arizona,2019,37,9/14/2019,1038.0,910.0,,234.0,36.0,49.0,12.0,60.0,19.0,15.0,13.0,200.0,50.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
193,Arizona,2019,38,9/21/2019,1079.0,958.0,,236.0,39.0,57.0,11.0,51.0,17.0,13.0,17.0,225.0,55.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
194,Arizona,2019,39,9/28/2019,1159.0,1039.0,,236.0,45.0,54.0,11.0,67.0,23.0,16.0,26.0,247.0,49.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
195,Arizona,2019,40,10/5/2019,1102.0,967.0,,248.0,36.0,62.0,12.0,57.0,15.0,17.0,24.0,189.0,47.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
196,Arizona,2019,41,10/12/2019,1117.0,991.0,,257.0,46.0,67.0,13.0,48.0,13.0,13.0,14.0,225.0,55.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
197,Arizona,2019,42,10/19/2019,1139.0,1014.0,,245.0,35.0,72.0,20.0,67.0,21.0,17.0,18.0,221.0,48.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
198,Arizona,2019,43,10/26/2019,1013.0,906.0,,194.0,25.0,55.0,14.0,56.0,11.0,12.0,11.0,232.0,57.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
199,Arizona,2019,44,11/2/2019,1121.0,1005.0,,251.0,38.0,73.0,12.0,49.0,20.0,12.0,13.0,216.0,69.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
200,Arizona,2019,45,11/9/2019,1254.0,1115.0,10.0,271.0,36.0,75.0,15.0,65.0,14.0,17.0,25.0,268.0,58.0,0.0,0.0,,,,,,,,,,,,,,,
201,Arizona,2019,46,11/16/2019,1197.0,1062.0,10.0,242.0,32.0,56.0,22.0,58.0,15.0,19.0,20.0,240.0,60.0,0.0,0.0,,,,,,,,,,,,,,,
202,Arizona,2019,47,11/23/2019,1220.0,1075.0,,243.0,41.0,55.0,17.0,75.0,13.0,16.0,18.0,267.0,51.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
203,Arizona,2019,48,11/30/2019,1119.0,1002.0,12.0,203.0,44.0,50.0,15.0,72.0,19.0,15.0,19.0,236.0,57.0,0.0,0.0,,,,,,,,,,,,,,,
204,Arizona,2019,49,12/7/2019,1222.0,1100.0,11.0,263.0,52.0,59.0,20.0,69.0,19.0,15.0,20.0,260.0,48.0,0.0,0.0,,,,,,,,,,,,,,,
205,Arizona,2019,50,12/14/2019,1193.0,1071.0,,240.0,33.0,60.0,26.0,71.0,10.0,18.0,17.0,253.0,51.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
206,Arizona,2019,51,12/21/2019,1165.0,1039.0,,241.0,37.0,64.0,24.0,62.0,13.0,12.0,17.0,260.0,64.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
207,Arizona,2019,52,12/28/2019,1219.0,1112.0,,263.0,46.0,60.0,20.0,78.0,16.0,12.0,18.0,259.0,59.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
208,Arizona,2020,1,1/4/2020,1297.0,1178.0,,247.0,46.0,66.0,30.0,90.0,17.0,11.0,20.0,313.0,55.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
209,Arizona,2020,2,1/11/2020,1388.0,1249.0,,276.0,58.0,67.0,26.0,86.0,20.0,19.0,30.0,294.0,64.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
210,Arizona,2020,3,1/18/2020,1312.0,1174.0,,264.0,46.0,65.0,32.0,74.0,30.0,20.0,17.0,275.0,66.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
211,Arizona,2020,4,1/25/2020,1274.0,1157.0,10.0,241.0,54.0,58.0,36.0,76.0,24.0,20.0,29.0,281.0,58.0,0.0,0.0,,,,,,,,,,,,,,,
212,Arizona,2020,5,2/1/2020,1262.0,1131.0,,265.0,48.0,55.0,34.0,75.0,19.0,17.0,21.0,288.0,63.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
213,Arizona,2020,6,2/8/2020,1261.0,1134.0,,239.0,50.0,66.0,31.0,78.0,17.0,12.0,25.0,278.0,63.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
214,Arizona,2020,7,2/15/2020,1309.0,1190.0,,247.0,53.0,66.0,32.0,88.0,18.0,10.0,23.0,295.0,71.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
215,Arizona,2020,8,2/22/2020,1337.0,1182.0,,261.0,36.0,59.0,31.0,83.0,16.0,17.0,26.0,285.0,65.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
216,Arizona,2020,9,2/29/2020,1351.0,1200.0,,256.0,53.0,64.0,33.0,84.0,27.0,14.0,33.0,272.0,71.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
217,Arizona,2020,10,3/7/2020,1375.0,1237.0,12.0,256.0,44.0,67.0,29.0,78.0,29.0,16.0,35.0,307.0,73.0,0.0,0.0,,,,,,,,,,,,,,,
218,Arizona,2020,11,3/14/2020,1347.0,1200.0,,254.0,46.0,63.0,32.0,102.0,27.0,16.0,32.0,294.0,71.0,0.0,0.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
219,Arizona,2020,12,3/21/2020,1285.0,1157.0,,262.0,42.0,63.0,37.0,79.0,30.0,13.0,30.0,256.0,64.0,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,
220,Arizona,2020,13,3/28/2020,1319.0,1213.0,,263.0,52.0,66.0,37.0,80.0,18.0,20.0,30.0,273.0,61.0,30.0,28.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
221,Arizona,2020,14,4/4/2020,1353.0,1251.0,,258.0,39.0,66.0,25.0,78.0,26.0,15.0,53.0,249.0,55.0,57.0,54.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
222,Arizona,2020,15,4/11/2020,1397.0,1282.0,11.0,242.0,55.0,57.0,27.0,83.0,28.0,17.0,57.0,247.0,68.0,89.0,86.0,,,,,,,,,,,,,,,
223,Arizona,2020,16,4/18/2020,1306.0,1208.0,11.0,254.0,38.0,69.0,21.0,74.0,12.0,21.0,48.0,239.0,48.0,93.0,83.0,,,,,,,,,,,,,,,
224,Arizona,2020,17,4/25/2020,1372.0,1289.0,,266.0,38.0,75.0,17.0,64.0,23.0,13.0,55.0,277.0,63.0,101.0,95.0,,,,,,,Suppressed (counts 1-9),,,,,,,,
